source_system,source_code,source_term,suggested_icd_name,confidence_score,justification
"Siddha","TDC1.7","Āma Kaṇam","RA00.1, Malaria","80%","The intermittent fever pattern every 3 hours, coupled with symptoms like emaciation, polydipsia, and possibly yellowish discoloration of urine (indicative of jaundice sometimes seen in severe malaria), points towards malaria as the most likely ICD-11 equivalent, although other causes of intermittent fever cannot be entirely ruled out."
"Siddha","TDC1.8","Pērāma Kaṇam","Infections of the lower respiratory tract, unspecified","80%","The symptoms of fever, vomiting, diarrhoea, and cold extremities in a child, alongside avoidance of breast milk and  abdominal discomfort, point towards a possible lower respiratory tract infection.  While 'Pērāma Kaṇam' suggests a broader respiratory issue with chillness,  the overall clinical picture leans more towards infection than other respiratory conditions in ICD-11."
"Siddha","TDC1.9","Ciṅkikkaṇam","EBV-associated infectious mononucleosis","70%","The presentation of fever, respiratory symptoms (dyspnoea), and potentially prolonged illness (up to 13 years mentioned, though likely an exaggeration) in 'Ciṅkikkaṇam' suggests a chronic infectious process, with EBV mononucleosis being a possible candidate; however, the mention of hepatitis and ulcers requires caution, making the mapping less certain."
"Siddha","TE","Kaẕiccal","Infectious diarrhea of childhood","90%","The Siddha term 'Kaẕiccal' describing dysentery in children directly maps to the ICD-11 category encompassing infectious diarrheal diseases prevalent in childhood, considering the age specificity and the nature of dysentery as an infectious diarrheal illness."
"Siddha","TEA","Vaḷi","Infectious diarrhoeal diseases","90%","The Siddha term 'Vali' describes dysentery in children, which is a form of infectious diarrhoeal disease, aligning with the broad category within ICD-11 encompassing various infectious causes of diarrhea."
"Siddha","TEA1.1","Māntak Kaẕiccal","K52.9, Acute diarrhea of infectious origin, unspecified","90%","The symptoms described, including vomiting, diarrhea, fever, and chills, strongly suggest an acute infectious diarrheal illness, aligning with K52.9 in ICD-11.  The mention of digestive disorders further supports this classification, despite the Siddha-specific etiological explanations."
"Siddha","TEA1.2","Kaṇa Kaẕiccal","Infectious gastroenteritis","80%","The symptoms described – diarrhea, fever, and chills – align with infectious gastroenteritis, although the 'respiratory disorder' element adds some uncertainty, making it not a perfect match."
"Siddha","TEC","Aiyam","Infectious diarrhea of childhood","90%","The Siddha term 'Aiyam', defined as dysentery of children, directly maps to infectious diarrhea, a common cause of dysentery in children;  'azhal' further suggests an infectious etiology within the Siddha system."
"Siddha","TEC1.1","Āmakaẕiccal","Infectious gastroenteritis","90%","The symptoms described, including vomiting, hyperpyrexia (high fever), and the reference to dysentery due to chyle putrefaction (suggesting an infectious process), strongly indicate infectious gastroenteritis as the most likely ICD-11 equivalent, despite the unique Siddha etiology."
"Siddha","TF","Māntam","Disorders of gut microbiota in infancy and childhood","90%","Māntam, described as digestive disorders in children, directly relates to the gut microbiota dysbiosis frequently observed in childhood digestive issues, which falls under the ICD-11 category 'Disorders of gut microbiota in infancy and childhood'."
"Siddha","TFA","Vaḷi","Disorders of digestive system in infancy and childhood","90%","'Vali' in Siddha medicine refers to digestive disorders in children, aligning directly with the ICD-11 category encompassing various digestive issues specific to this age group; the lack of more precise details in the provided definition necessitates this broader classification."
"Siddha","TFA1.1","Vaḷi Māntam","Infantile colic","90%","The symptoms described in 'Vaḷi Māntam', such as crying, flatulence, and convulsions, particularly in the context of digestive disorders affecting infants (implied by the inclusion of affected Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu which could be interpreted as infant-specific), strongly suggest Infantile colic as the closest ICD-11 equivalent."
"Siddha","TFA1.2","Pitta Māntam","Acute gastroenteritis","90%","The symptoms of continuous vomiting, diarrhea, and generalized body pain described in 'Pitta Māntam' strongly suggest acute gastroenteritis, aligning with the clinical picture defined in ICD-11.  The mention of yellowish discoloration points towards potential dehydration and inflammation typical of this condition."
"Siddha","TFA1.3","Pōr Māntam","Infantile colic","80%","The symptoms of Pōr Māntam, including flatulence, diarrhoea, vomiting, anxiety, and abdominal distension, strongly suggest infantile colic, particularly given the mention of difficulty feeding breast milk and the severity described as a 'severe digestive disorder'."
"Siddha","TFA1.4","Cura Māntam","Infections of other specified sites, not elsewhere classified (RA00.9)", "70%", "The symptoms described, including fever, digestive issues (constipation), and other systemic manifestations like seizures and hematuria, point to a generalized infectious process.  While the exact etiology is unclear from the Siddha description, RA00.9 covers infections not yet specified elsewhere, providing the broadest yet still relevant fit."
"Siddha","TFA1.5","Nīr Māntam","KF77.1-Unspecified gastrointestinal disorder","80%","The symptoms of 'Nīr Māntam', including digestive issues, fluid accumulation (edema implied by obesity and swelling), nausea, dysentery, and general malaise, broadly align with the nonspecific ICD-11 category of unspecified gastrointestinal disorder, although more specific diagnoses would require a full clinical examination."
"Siddha","TFA1.6","Ceriyāmai Māntam","Acute gastroenteritis","90%","The symptoms described in the long definition – hyperpyrexia, headache, flatulence, diarrhea, vomiting, and malaise – strongly suggest an acute infectious gastroenteritis, aligning with the ICD-11 category encompassing such conditions."
"Siddha","TFA1.7","Kaṭṭu Māntam","Kidney failure, acute","60%","The presence of anuria (absence of urine production) and other symptoms like constipation, abdominal pain, and fever in 'Kaṭṭu Māntam' suggests a possible acute kidney failure, though further investigation is needed for definitive diagnosis; the description lacks specifics for more precise ICD-11 coding."
"Siddha","TFA1.8","Eri Māntam","XA00.0 (Unspecified burning sensation)", "90%", "The core symptom of 'Eri Māntam' is a burning sensation affecting the whole body, aligning directly with the ICD-11 category for unspecified burning sensation.  The additional symptoms like fever, constipation, and urinary issues are non-specific and don't definitively point to a more precise ICD-11 code."
"Siddha","TFA1.9","Talai Māntam","Other specified disorders of the digestive system","70%","The prominent symptoms of uncontrolled vomiting, abdominal pain (implied by rib pain), and hyperpyrexia, while also including other symptoms, point towards a digestive disorder. The lack of specificity in Siddha's TFA1.9  'Talai Māntam' prevents a more precise ICD-11 mapping."
"Siddha","TFA1.10","Valippu Māntam","Epileptic seizure", "80%", "The symptoms of 'Valippu Māntam', including convulsions, tiredness, diarrhoea, and vomiting, strongly suggest an epileptic seizure, especially given the context of digestive issues potentially triggering the event, though the ICD-11 doesn't directly account for the digestive component as a specific trigger in this manner."
"Siddha","TFA1.11","Cuẕi Māntam","Other specified disorders of the digestive system","70%","The symptoms described, including digestive disorders, fever, dyspnea, and insomnia, while not precisely fitting any single ICD-11 category, point towards a general digestive issue not specified elsewhere; the mention of intercostal drawings suggests possible involvement of respiratory or digestive system.  The lack of more specific details lowers confidence."
"Siddha","TFA1.12","Mukku Māntam","Acute bacterial dysentery","90%","The description of Mukku Māntam, including sudden fever, diarrhoea, and swelling of lower limbs, strongly suggests acute bacterial dysentery, aligning with the clinical features described in ICD-11's classification of infectious intestinal diseases."
"Siddha","TFA1.13","Tuḷai Māntam","Acute gastroenteritis","90%","The symptoms of uncontrolled vomiting, hyperpyrexia (high fever), and possibly dehydration (thirst) strongly suggest acute gastroenteritis, a common condition with various underlying causes aligning with the described 'Tuḷai Māntam' symptoms."
"Siddha","TFB","Aẕal","K90-Other disorders of digestion and absorption in infancy and childhood","90%","'Aẕal' describes digestive disorders in children, aligning directly with the broad category of 'Other disorders of digestion and absorption in infancy and childhood' in ICD-11;  the lack of specific symptoms in the provided definition prevents a more precise mapping."
"Siddha","TFB1.1","Vālai Māntam","Inflammatory bowel disease","70%","The symptoms described, including digestive disorder, fever, and redness (potentially indicative of inflammation), align with the broad spectrum of manifestations seen in Inflammatory bowel disease, although further information would be needed for a definitive diagnosis."
"Siddha","TFB1.2","Pāl Māntam","K90-Lactose intolerance","90%","The provided definition of 'Pāl Māntam' clearly describes the symptoms of lactose intolerance, including diarrhoea, abdominal distension, and vomiting, aligning precisely with the ICD-11 code K90 which encompasses lactose intolerance."
"Siddha","TFB1.3","Kaṇa Māntam","Gastroenteritis","80%","The symptoms of Kaṇa Māntam, including abdominal distension, diarrhoea, fever, and emaciation, strongly suggest an acute gastrointestinal infection, aligning with the broad definition of gastroenteritis in ICD-11.  While other conditions might share some symptoms, gastroenteritis provides the most comprehensive coverage."
"Siddha","TFB1.4","Vīkkam Māntam","Inflammatory disorders of the eye and adnexa, not elsewhere classified (H02.9)","80%","The symptoms of swelling in the eye and ear, glossitis, fever, and limb pain, along with the mention of inflammation ('increased vali' and 'increased Aẕal kutram' suggesting an inflammatory process), point towards a generalized inflammatory condition, most closely aligning with this broad ICD-11 category.  Further specification is difficult due to limited information."
"Siddha","TFC","Aiyam","Disorders of digestive system in infancy and childhood","80%","The Siddha term 'Aiyam' specifically refers to digestive disorders in children, aligning with the broad category of 'Disorders of digestive system in infancy and childhood' in ICD-11, although more specific sub-categories would require further clinical details."
"Siddha","TFC1.1","Aiya Māntam","Gastrointestinal disorders, unspecified","80%","The symptoms of Aiya Māntam, including chillness, pallor, fever, anxiety, diarrhoea, and flatulence, align with various gastrointestinal disorders.  The mention of 'increased aiyam' suggests an imbalance related to digestion, lacking precise ICD-11 specificity, hence 'unspecified' is used."
"Siddha","TFC1.2","Viṭa Māntam","Inflammatory bowel disease","70%","The symptoms of Viṭa Māntam, including abdominal pain, diarrhoea, vomiting, and fever, strongly suggest an inflammatory bowel disorder, although the peripheral chillness and other symptoms require further investigation to confirm a precise ICD-11 diagnosis."
"Siddha","TFC1.3","Ūtal Māntam","EA10.0 - Acute gastroenteritis","80%","The symptoms described in the long definition of Ūtal Māntam, including anasarca (edema), abdominal bloating, vomiting, diarrhea, fever, and generalized body pain, strongly suggest an acute gastrointestinal infection, aligning with the broad definition of acute gastroenteritis in ICD-11.  The mention of increased vali and aiya kutram points towards an imbalance within the system leading to this acute condition."
"Siddha","TFC1.4","Caṉṉi Māntam","6A00.0, Epilepsy", "90%", "The symptoms of 'Caṉṉi Māntam', including convulsions, fever, confusion, and altered mental state, strongly suggest a diagnosis of Epilepsy, specifically a type with febrile seizures, within the ICD-11 chapter on neurological disorders."
"Siddha","TG","Nānāṟṟam","Halitosis","90%","'Nānāṟṟam' translates to 'bad breadth', which is a direct synonym for halitosis, a condition explicitly categorized within ICD-11's chapter on diseases of the digestive system."
"Siddha","TGA","Vaḷi","K70, Halitosis","90%","'Vali' referring to bad breath directly correlates with the ICD-11 code K70, Halitosis, which encompasses disorders of the breath characterized by unpleasant odor."
"Siddha","TGA1.1","Nānāṟṟam","RA00.0 (Infective pharyngitis and tonsillitis)","80%","The symptoms of 'Nānāṟṟam'—throat pain, fever, foul smell, and potentially ulceration—strongly suggest an infective process affecting the pharynx and tonsils, aligning with the ICD-11 category RA00.0;  the mention of phlegm further supports this."
"Siddha","TH","Nāmuḷ","Lesions of the tongue","90%","Papules are small, raised lesions, and 'Nāmuḷ' specifically describes papules on the tongue, directly aligning with the ICD-11 category encompassing tongue lesions."
"Siddha","THA","Vaḷi","Papillary lesions of tongue","90%","The description of 'Vali' as papules on the tongue directly points to papillary lesions, a specific and diagnosable condition covered under the broader category of oral lesions in ICD-11, offering a more precise mapping than vaguer terms."
"Siddha","THA1.1","Nāmuḷ","RA00.0, Other specified infections of the mouth and throat","80%","The presentation of 'Nāmuḷ' with papules on the tongue, mouth ulcers, cough, fever, and other symptoms suggests a probable infectious etiology, aligning best with 'Other specified infections of the mouth and throat' within ICD-11's infectious disease chapter, though further investigation is necessary for a definitive diagnosis."
"Siddha","TI","Nāvil Tōṉṟum Nōykaḷ","Disorders of the tongue", "90%", "The term 'Nāvil Tōṉṟum Nōykaḷ' directly translates to 'tongue disorders', which aligns well with the broad category of 'Disorders of the tongue' within ICD-11, encompassing various conditions affecting the tongue's structure and function."
"Siddha","TIA","Vaḷi","Glossitis","90%","The provided definition explicitly states 'Glossitis classified under vali', establishing a direct link between the Siddha term 'Vali' and the ICD-11 category for Glossitis; the slight uncertainty stems from potential nuances within Siddha classifications."
"Siddha","TIA1.1","Cuẕi Akkaram","Aphthous stomatitis","90%","The description of 'Cuẕi Akkaram' clearly points to aphthous ulcers on the tongue (glossitis) with associated pain, white coating, and foul odor, aligning precisely with the clinical features of aphthous stomatitis as defined in ICD-11."
"Siddha","TIA1.2","Nīli Akkaram","K72, Other glossitis","90%","The description of 'Nīli Akkaram' clearly points to glossitis,  characterized by inflammation of the tongue with a white coating, aligning with the broad category of 'Other glossitis' in ICD-11, encompassing various types of glossitis not specified elsewhere."
"Siddha","TIA1.3","Cōti Akkaram","Glossitis", "80%", "The primary symptom of Cōti Akkaram is glossitis (inflammation of the tongue) with a white coating, aligning directly with the ICD-11 definition of glossitis. While other symptoms are present, glossitis is the central and defining feature."
"Siddha","TIA1.4","Kuṇṭi Akkaram","8K70.0 - Glossitis", "70%", "The core symptom of 'Kuṇṭi Akkaram' is glossitis, explicitly mentioned as inflammation and redness of the tongue. While other symptoms are present, glossitis remains the most defining and directly mappable feature to an ICD-11 code."
"Siddha","TIA1.5","Kumari Akkaram","MF17.1-Glossitis","90%","The description of 'Kumari Akkaram' clearly points to glossitis,  with additional symptoms like pain, inflammation, and coating aligning with the ICD-11 category MF17.1-Glossitis, encompassing the observed manifestations."
"Siddha","TIB","Aẕal","K72, Glossitis","90%","The Siddha term 'Aẕal' directly translates to glossitis, an inflammation of the tongue, which is precisely defined under K72 in ICD-11."
"Siddha","TIB1.1","Vīmi Akkaram","KB64.1-Glossitis","90%","The description of 'Vīmi Akkaram' clearly points to glossitis as the primary manifestation, with accompanying symptoms suggesting potential liver involvement (hepatitis indicated by yellowing/blackish discoloration and other symptoms)  fitting under this category in ICD-11."
"Siddha","TIB1.2","Kapāli Akkaram","MF77.1 - Acute glossitis with pharyngitis","80%","The description of Kapāli Akkaram, encompassing glossitis (tongue inflammation), throat infection (pharyngitis), and other symptoms, best fits the ICD-11 category of acute glossitis with pharyngitis; while other symptoms are present, glossitis and pharyngitis are the most prominent features described."
"Siddha","TIB1.3","Uḷ Akkaram","K72.0, Chronic gastritis", "80%", "The description of 'Uḷ Akkaram' includes glossitis (inflammation of the tongue), gastritis (inflammation of the stomach), and white coating of the tongue, aligning strongly with chronic gastritis; other symptoms like fever and rhinitis are less specific and may be secondary or coincidental."
"Siddha","TJ","Puṟakāraṇa Nōykaḷ","External causes of morbidity and mortality","90%","The Siddha term 'Puṟakāraṇa Nōykaḷ' directly translates to 'diseases due to external causes,' which aligns closely with ICD-11's chapter on external causes, encompassing injuries, poisonings, and other externally-induced conditions."
"Siddha","TJA","Vaḷi","External causes of morbidity and mortality","60%","While 'Vali' encompasses a broad range of ailments attributed to external factors in Siddha, the lack of specific symptom details limits precision.  ICD-11's 'External causes of morbidity and mortality' is the broadest category encompassing such unspecified external causes."
"Siddha","TJA1.1","Vikkal","EA18.1, Hiccup","95%","The provided Siddha term 'Vikkal' directly translates to 'hiccup', and its associated symptoms (fussing, irritability, bloating, flatulence) are not specific enough to suggest alternative ICD-11 codes; EA18.1 specifically addresses hiccup."
"Siddha","TJA1.2","Porumal","K51.0, Flatulence", "95%", "The Siddha term 'Porumal' and its description of gas trapped in the intestines causing bloating, pain, and discomfort directly corresponds to the ICD-11 definition of Flatulence (K51.0), which is characterized by excessive gas in the bowel."
"Siddha","TJA1.3","Vayiṟu Vīṅkal","KA67.0 - Aerophagia", "90%", "The Siddha term 'Vayiṟu Vīṅkal' describes abdominal distension caused by swallowing excess air, which directly corresponds to the ICD-11 definition of Aerophagia (KA67.0), particularly considering the mention of the condition occurring during feeding or crying."
"Siddha","TJA1.4","Pāl Etireṭuttal","R11.1, Regurgitation", "90%", "The Siddha term 'Pāl Etireṭuttal,' meaning milk regurgitation and characterized by regurgitation of food and indigestion, directly maps to the ICD-11 category R11.1, Regurgitation, encompassing the symptom of food reflux."
"Siddha","TJA1.5","Koṭṭāvi","Other specified symptoms and signs", "95%", "The description of 'Koṭṭāvi' as involuntary yawning, a symptom rather than a disease itself, aligns best with the ICD-11 category of 'Other specified symptoms and signs';  the mention of 'increased vali kutram' suggests an underlying condition, but yawning is presented as the primary and observable manifestation."
"Siddha","TJA1.6","Cīṟiyaẕutal","Other specified disorders of infancy and childhood","90%","The description of 'inconsolable crying' in an infant, potentially linked to an unspecified underlying disorder ('increased Aẕal kutram'), aligns best with the broad category of 'Other specified disorders of infancy and childhood' within ICD-11, as a more specific diagnosis cannot be definitively determined from the provided information."
"Siddha","TJA1.7","Pāl Kuṭiyāmai","Feeding disorder of infancy or early childhood","80%","The symptoms of 'Pāl Kuṭiyāmai' – loss of appetite, vomiting, stomach pain, and poor feeding in infants – align with the broad definition of feeding disorders in infancy or early childhood as described in ICD-11, encompassing various underlying causes."
"Siddha","TJA1.8","Vayiṟṟu Nōy","Other specified disorders of the digestive system","80%","The symptoms described in the long definition – abdominal infection, constipation, loose stools, abdominal pain, bloating, and distention – encompass a range of digestive issues not specifically categorized elsewhere, making 'Other specified disorders of the digestive system' the most suitable, albeit non-specific, ICD-11 mapping."
"Siddha","TJA1.9","Malakkaṭṭu","Constipation", "90%", "The Siddha term 'Malakkaṭṭu' clearly describes constipation in children, matching the ICD-11 definition of constipation, characterized by infrequent or difficult bowel movements, especially given the mention of abdominal pain and refusal to feed, common symptoms in pediatric constipation."
"Siddha","TJA1.10","Nīrkkaṭṭu","Urinary retention","90%","The Siddha term 'Nīrkkaṭṭu', meaning difficulty in micturition with associated symptoms like oliguria, nausea, and vomiting, strongly suggests urinary retention as the most likely ICD-11 equivalent, especially considering the mention of potential kidney failure."
"Siddha","TK","Puẕu Nōykaḷ","Intestinal helminthiasis","95%","The Siddha term 'Puẕu Nōykaḷ' directly translates to 'worm diseases,' which accurately reflects the broad category of intestinal helminthiasis encompassing various worm infestations as described in ICD-11."
"Siddha","TKA","Vaḷi","Intestinal helminthiasis","90%","The Siddha term 'Vali' describing worm infestation directly corresponds to the ICD-11 category of Intestinal helminthiasis, encompassing various helminth infections affecting the intestines."
"Siddha","TKA1.1","Macarai Puẕu","Intestinal parasitic diseases, unspecified","90%","The description of 'Macarai Puẕu' as a tapeworm infestation with symptoms like diarrhoea, abdominal pain, and dysentery directly corresponds to the broad category of intestinal parasitic diseases, encompassing tapeworm infections, within ICD-11; the lack of specific tapeworm species prevents a more precise ICD-11 code."
"Siddha","TKA1.2","Kīri Puẕu","Skin infections due to dermatophytes","90%","The description of 'Kīri Puẕu' as a ringworm infestation, along with the mention of skin involvement ('Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu affected'), strongly suggests a dermatophyte infection, aligning with the ICD-11 category for such infections."
"Siddha","TL","Cōkai","Edema, unspecified","90%","The Siddha term 'Cōkai', meaning 'dropsy', directly translates to generalized edema, which is best represented by the ICD-11 code encompassing unspecified edema, encompassing various causes of fluid accumulation."
"Siddha","TLA","Vaḷi","Edema, unspecified","90%","'Vali' in Siddha, described as dropsy, directly corresponds to the general clinical presentation of edema, lacking further specification on location or cause in the provided definitions, making 'Edema, unspecified' the most suitable ICD-11 match."
"Siddha","TLA1.1","Vāta Cōkai","RAA00 - Other specified disorders of fluid balance","90%","The description of 'Vāta Cōkai' as dropsy (fluid accumulation) with symptoms like fever and thirst, starting at age three, points towards a disorder of fluid balance; the mention of 'increased aiyam' suggests an imbalance, aligning with the broad scope of 'Other specified disorders of fluid balance' in ICD-11, given the lack of more precise information in the provided definition."
"Siddha","TLB","Aẕal","Edema","90%","'Aẕal' described as dropsy directly translates to edema, a condition characterized by fluid retention and swelling, aligning strongly with the ICD-11 definition of edema encompassing various etiologies."
"Siddha","TLB1.1","Pitta Cōkai","8E0-Unspecified nutritional deficiency","90%","The description of Pitta Cōkai, including anasarca, emaciation, ascites, and other symptoms, strongly suggests a severe nutritional deficiency, aligning with the broad category of unspecified nutritional deficiency in ICD-11; further specification requires more clinical data."
"Siddha","TM","Tōṭam","Infections with undetermined etiology","60%","While 'Tōṭam' is described as a zoonotic disease affecting children, lacking further specifics, a broad classification like 'Infections with undetermined etiology' within ICD-11 seems most appropriate, pending further details on the disease manifestation and causative agent."
"Siddha","TMA","Vaḷi","Chapter 17: Diseases of the nervous system - unspecified infectious encephalitis","60%","While 'Vali' is described as a zoonotic disease in children, the lack of specific symptoms prevents precise ICD-11 mapping.  Infectious encephalitis encompasses a broad range of zoonotic childhood illnesses, offering a reasonable, albeit broad, classification."
"Siddha","TMA1.1","Peṇ Paṭci Tōṭam","Infections of the intestines due to other specified organisms","90%","The description of 'Peṇ Paṭci Tōṭam' points to diarrheal illness in infants caused by zoonotic infection, aligning with ICD-11's broad category encompassing intestinal infections from unspecified organisms, given the lack of a more precise microbiological diagnosis in the traditional Siddha description."
"Siddha","TMA1.2","Malaṭṭu Paṭci Tōṭam","A09.0-Infections due to other specified bacteria","80%","The symptoms of vomiting, diarrhoea, high fever, and weight loss, coupled with the description of an infection from birds, point towards a bacterial infection. While the specific bacteria is unknown, A09.0 is the most appropriate category in ICD-11 to capture this presentation."
"Siddha","TMA1.3","Tūṅkupuḷ Tōṭam","Infections due to other specified bacteria","80%","The symptoms described, including vomiting, diarrhoea, insomnia, excessive thirst, and weight loss, point towards a bacterial infection, while the 'short plight sleeping birds' etiology is likely a folk explanation lacking precise microbial identification, making 'Infections due to other specified bacteria' the most suitable ICD-11 category."
"Siddha","TMA1.4","Karuṭakkaṇpuḷ Tōṭam","Infections caused by other specified bacteria","80%","The description of 'Karuṭakkaṇpuḷ Tōṭam' points to an infection (regurgitation, eye involvement, abdominal discomfort) potentially caused by bacteria from a vulture, aligning with the broad category of unspecified bacterial infections in ICD-11; more specific bacterial identification is lacking."
"Siddha","TMA1.5","Ceṅkkaṇ Puḷ Tōṭam","Acute conjunctivitis","90%","The symptoms described – redness of eyes, continuous weeping, and generalized body heat – strongly suggest acute conjunctivitis, a common childhood illness.  While the etiology involving birds is not directly reflected in ICD-11, the clinical presentation matches."
"Siddha","TMA1.6","Vaṟaṭpuḷtōṭam","EBOLA VIRUS DISEASE","60%","While the description doesn't directly mention Ebola, the combination of high fever, vomiting, diarrhea, weight loss, and skin dryness, especially in a child, warrants consideration.  Further investigation into the 'short plight sleeping birds' would be crucial for a more precise diagnosis."
"Siddha","TMA1.7","Pēykkaṇpuḷ Tōṭam","Other specified nausea and vomiting", "70%", "The symptoms of nausea and vomiting, along with the aversion to the mother's face, primarily point towards a gastrointestinal issue, not directly attributable to a bird-related infection as the 'evil bird' etiology is likely a folk explanation.  While the reference to 'aggravated Aẕal and iyyam' and impacted 'udal thathukal' suggest underlying imbalances in Siddha theory, the core symptoms align best with this ICD-11 category."
"Siddha","TMA1.8","Nīrppuḷ Tōṭam","Infections caused by other specified bacteria", "70%","The symptoms described (dryness of tongue, breathlessness, avoidance of breastfeeding, insomnia, excessive sweating, regurgitation) along with the infection source (aquatic birds) suggest a bacterial infection, though a precise bacterial etiology from Siddha's 'Nīrppuḷ Tōṭam' needs further research to map to a more specific ICD-11 code.  The lack of precise bacterial identification necessitates using a broader category."
"Siddha","TMA1.9","Ecciṟ Tōṭam","Infectious gastroenteritis","90%","The description of 'Ecciṟ Tōṭam'  clearly points to an infectious diarrheal illness in infants, aligning with the broad definition of infectious gastroenteritis in ICD-11, encompassing droplet transmission and the associated symptoms like vomiting, diarrhea, and skin discoloration."
"Siddha","TMA1.10","Muṭṭu Peṇ Tōṭam","Infections due to other specified bacteria","80%","The description of 'Muṭṭu Peṇ Tōṭam' points to an infection, likely bacterial, given the symptoms (body weakness, discoloration) and the context suggests a possible postnatal infection in the child, although the link to the menstrual cycle needs further clarification.  The 'bird' aspect is unclear and may be a folkloric association, not reflecting a specific pathogen."
"Siddha","TMA1.11","Kuḷicap Peṇ Tōṭam","Infectious gastroenteritis","90%","The symptoms described – excessive vomiting, diarrhea (greenish), excessive sweating, fever, and dehydration (dropsy) – strongly suggest an acute infectious gastroenteritis, aligning well with ICD-11 criteria despite the cultural context of menstruation-related attribution."
"Siddha","TMA1.12","Kuḷittavaḷ Eṭutta Peṇ Tōṭam","Other specified disorders of menstruation", "70%","The symptoms described, including excessive vomiting, sweating, and dark discoloration, while not precisely matching any specific ICD-11 category, point towards a menstrual-related disorder not otherwise specified, encompassing the presentation of 'Kuḷittavaḷ Eṭutta Peṇ Tōṭam'."
"Siddha","TMA1.13","Karppam Aẕinta Peṇ Tōṭam","O99.1 Post-abortion infection","90%","The description of 'Karppam Aẕinta Peṇ Tōṭam' clearly indicates a post-abortion infection, characterized by symptoms like infection, body pain, and other signs consistent with O99.1 in ICD-11, encompassing various infections following pregnancy termination."
"Siddha","TMB","Aẕal","Infectious diseases of childhood, unspecified","70%","The term 'Aẕal' describes a zoonotic disease affecting children, aligning broadly with the ICD-11 category encompassing various unspecified infectious childhood illnesses; however, without further clinical details, a more precise ICD-11 code cannot be confidently assigned."
"Siddha","TMB1.1","Āṇ Paṭci Tōṭam","Infectious gastroenteritis","90%","The symptoms described – excessive thirst, dry skin, severe diarrhea, and hoarse voice – strongly suggest an acute infectious gastroenteritis, aligning with the general presentation of such conditions in children, despite the unusual etiology of 'infection caused by male birds' which may reflect a folk explanation of an unknown infectious agent."
"Siddha","TMB1.2","Paravai Tōṭam","Infections due to other specified bacteria","80%","The description of Paravai Tōṭam, an infection caused by birds, with symptoms like fever, dyspnea, and digestive issues, points towards a bacterial infection, though the specific pathogen isn't identified, aligning with the broad category of 'Infections due to other specified bacteria' in ICD-11.  Further investigation would be needed for a more precise diagnosis."
"Siddha","TMB1.3","Viḷakku Oḷi Puḷ Tōṭam","6A00.1 (Neonatal sepsis)", "70%","The symptoms described, including fever, regurgitation, and photophobia, along with the context of a neonatal illness ('thodam' suggesting a childhood ailment) point towards a possible neonatal infection, though further information is needed for a definitive diagnosis.  The lack of specificity in the traditional description limits confidence."
"Siddha","TMB1.4","Veṅkaṇ Puḷ Tōṭam","A09.0-Infections due to other specified bacteria","80%","The description points to a bacterial infection with gastrointestinal symptoms (diarrhoea, abdominal pain) and systemic symptoms (fever, paleness), although the etiology linked to birds with white eyes is not directly reflected in ICD-11, the overall clinical picture best fits a broad category of bacterial infections."
"Siddha","TMC","Aiyam","Infections due to other specified bacteria","60%","The description 'Zoonotic disease of children' indicates a bacterial infection transmitted from animals to humans,  a category broadly covered by this ICD-11 code; however, without more precise clinical details, a more specific mapping is not possible."
"Siddha","TMC1.1","Vīṅkupuḷ Tōṭam","8A70-Other specified infectious gastroenteritis","80%","The symptoms described – edema, vomiting, diarrhea (green and white), and a specific etiology linked to birds – point towards an infectious gastroenteritis, although the bird-related aspect necessitates caution;  more precise ICD-11 classification requires further clinical details."
"Siddha","TMC1.2","Anti Puḷ Tōṭam","Other specified infectious and parasitic diseases","60%","The description of 'Anti Puḷ Tōṭam' points to an infectious disease possibly transmitted by birds, causing fever, chills, and skin discoloration;  however, the lack of precise pathogen identification limits confidence to a broad ICD-11 category."
"Siddha","TMC1.3","Kuḷitta Peṇ Kaṇṭa Tōṭam","Infectious gastroenteritis","80%","The symptoms described – fever, excessive sweating, abdominal pain, vomiting, diarrhea – strongly suggest an infectious gastroenteritis, although the purported cause is not a medically recognized infectious agent."
"Siddha","TMD","Mukkuṟṟam","Infections due to other specified bacteria","60%","The description of Mukkuṟṟam as a zoonotic disease affecting children, while lacking specifics, suggests a bacterial infection given the lack of information on viral or parasitic nature;  this is a broad category requiring further information for a more precise ICD-11 mapping."
"Siddha","TMD1.1","Ecci Tōṭam","Other specified forms of malnutrition", "60%", "The symptoms described, including weight loss, diarrhea, vomiting, and aversion to food (mother's milk), align with the broad scope of 'Other specified forms of malnutrition' within ICD-11, given the lack of specific detail for a more precise diagnosis; the 'evil eye' aspect is a cultural attribution not a diagnosable medical condition."
"Siddha","TMD1.2","Peṇ Tōṭam","8A00 - Unspecified infectious disease","70%","The description of Peṇ Tōṭam points to an unspecified infectious disease, given the mention of infection from female birds and systemic symptoms like paleness, dyspnea, giddiness, sweating, and insomnia.  The lack of specific pathogen identification necessitates a broad ICD-11 classification."
